corrente_A,tensione_V,velocita_mm_s,flusso_gas_l_min,temperatura_C,spessore_mm,tipo_giunto,posizione,quality_score,qualita,difetto,target_ok
161.0727720688787,29.712275071724534,25.17908643438113,24.91686193916231,18.518505053546907,3.555288772637191,lap,vertical,0.529,scarsa,porosità,0
173.29375691657197,34.88341046113125,37.442296591345816,14.620911877785838,25.850804611097985,2.6094043829919595,fillet,overhead,0.379,difettosa,porosità_grave,0
178.61954493335207,37.84093110354227,33.401238169876834,21.922169553124725,25.052741862103844,9.75709499277201,fillet,flat,0.707,buona,nessuno,1
244.49042305230105,25.615447248817116,6.0942184894154225,19.682084438607518,18.542213588140978,2.7571868901824006,butt,flat,0.392,difettosa,crack,0
166.15006093410273,31.055299336709798,30.753161112687724,24.704973755740685,16.506925120122563,9.577646623215578,lap,flat,0.601,accettabile,rinforzo_eccessivo,0
163.38440103125555,23.38985493372185,30.05605681062576,24.042321612411715,28.92059593349946,8.660230043651712,butt,vertical,0.616,accettabile,rinforzo_eccessivo,0
269.7339589849349,22.732426628840578,36.900994860955336,18.292299653618617,20.93020287295597,3.9029568781474047,butt,overhead,0.414,scarsa,inclusioni,0
282.64811051129425,30.226847977218757,27.568233260923982,21.974427684501627,27.999278615555305,8.803650867220934,butt,vertical,0.755,buona,nessuno,1
118.7963879681738,31.56560281992348,6.617402320853394,16.9839702719869,25.85289269415153,4.380246573759496,lap,vertical,0.566,accettabile,rinforzo_eccessivo,0
150.0502721031728,20.776694688588464,18.646948160295025,18.056236407949832,21.53302483592082,8.743641564805078,lap,flat,0.806,buona,nessuno,1
182.2707810113357,33.99024421534388,11.225889158801062,11.991181333644548,34.39073734228318,2.749420305953857,butt,vertical,0.115,difettosa,penetrazione_insufficiente,0
154.16645025241485,28.779428414112722,8.530537160401968,10.380261151231863,34.2529682935585,8.156675752918332,fillet,overhead,0.19,difettosa,porosità_grave,0
188.47044594622088,24.795747183148066,9.224298053658128,12.742989956609609,33.692279946794194,9.236923548638323,lap,flat,0.691,accettabile,porosità_minima,0
187.1345797355782,34.60078633123637,7.147225746124196,18.490558157411144,18.17292895284982,6.914001956501502,butt,flat,0.615,accettabile,porosità_minima,0
271.0921168022014,34.07315718760047,26.337822308929635,11.467512409765021,24.832317502336647,1.3665592208707311,fillet,flat,0.0,difettosa,porosità_grave,0
179.70094687947469,32.317001961044326,33.579214289043975,10.679560146580668,22.492252292529425,4.904664843141758,butt,overhead,0.619,accettabile,porosità_minima,0
223.17023287798276,38.87783209121514,47.49132187063253,23.007984003325056,27.728071948920224,7.15567392458327,butt,overhead,0.557,accettabile,rinforzo_eccessivo,0
262.2408353472006,36.41278951487911,33.16728515457078,22.30640265656902,28.02969543715576,2.156503179105192,fillet,flat,0.0,difettosa,crack,0
104.65438714716517,36.28936965177871,17.683464864802996,11.772472414324843,28.934743307283014,8.60387779872509,lap,overhead,0.209,difettosa,crack,0
183.58920634311573,39.35161103040495,29.65873474616393,16.352064134621777,26.370405674999166,1.3526769400808163,fillet,flat,0.0,difettosa,crack,0
168.16070805060357,38.61514651207129,43.62857383293553,16.434910410625275,30.017421355829946,7.987716646677971,lap,overhead,0.432,scarsa,porosità,0
206.86549470611268,29.931223813661553,22.532813879864158,14.464527617639664,16.999697743237267,4.399559975586653,lap,flat,0.73,buona,nessuno,1
235.35398088486065,29.65041899285285,27.186154599731225,11.249266167928894,16.834082945169623,9.611207966138107,lap,overhead,0.546,scarsa,porosità,0
258.3158087451697,35.79236285589108,9.104274637191066,17.41630457053872,16.151175200332887,7.77137076493912,fillet,vertical,0.691,accettabile,porosità_minima,0
293.730388794827,33.76060020350078,42.66337434068182,23.00303057966262,31.7696152752797,7.352483354908251,butt,flat,0.679,accettabile,rinforzo_eccessivo,0
264.37201185807123,34.124844543129925,8.66069512888549,11.27256571127788,34.73279157002351,1.6548670572777417,lap,flat,0.0,difettosa,penetrazione_insufficiente,0
250.67563705178833,27.525191710618316,8.757532251440095,21.65720373891155,26.1680849947161,9.874009574405838,fillet,vertical,0.67,accettabile,rinforzo_eccessivo,0
186.89036889765427,25.073643477462774,23.23409390516377,18.57209537807516,29.819477218213365,3.9722727611718867,lap,overhead,0.712,buona,nessuno,1
292.43450969490834,27.49741159047408,17.857043882683733,23.028986922841902,19.47191677038905,6.250318885874437,butt,vertical,0.6,accettabile,rinforzo_eccessivo,0
211.2010077285169,26.453727765551672,6.953035248417774,23.869649953353942,33.38231430557319,9.801106018788438,fillet,overhead,0.35,difettosa,crack,0
158.89878936788597,39.91662750058741,36.36162751387167,15.7630274706883,29.742014116860386,2.951281959278421,fillet,vertical,0.556,accettabile,rinforzo_eccessivo,0
178.90435972162595,22.135121318717687,20.104702915863342,12.545198558433484,27.936967233374475,1.5207750798193667,butt,vertical,0.049,difettosa,penetrazione_insufficiente,0
207.21927326882408,26.190552325726557,41.62077588681269,20.27096758830819,18.252338786897827,7.2834554261777065,butt,overhead,0.704,buona,nessuno,1
289.9599826583848,34.5143901677672,32.60368381711054,16.273645544359283,33.65456966708027,8.402835186308522,butt,overhead,0.685,accettabile,rinforzo_eccessivo,0
175.34779398758815,34.99156599952144,22.68452520404866,22.437463310597714,26.38162938331495,9.867574455989539,lap,vertical,0.415,scarsa,porosità,0
154.68141438614126,21.127509933018544,43.912506931477395,22.193515136951163,34.99435346572261,4.733375521038987,butt,overhead,0.651,accettabile,porosità_minima,0
175.57010985515728,24.821696646592635,14.227039782793621,13.771636592676977,20.494635940518176,7.813730818382103,butt,flat,0.762,buona,nessuno,1
223.62564809157917,27.163254360656808,10.110091648983307,20.073597933891996,25.406154018075867,7.045306159652711,butt,overhead,0.709,buona,nessuno,1
212.18759430707723,37.533072053166904,23.156728979557865,12.01022842675961,15.57565352626678,5.9671615489703695,fillet,flat,0.78,buona,nessuno,1
240.81595361984472,24.259283230178212,11.13671640140464,10.218169985018228,22.011751176131938,6.582785962181182,butt,vertical,0.511,scarsa,mancata_fusione,0
209.48926137982232,29.01820894832209,45.97120752814729,14.469391773129257,25.472045520300224,7.537573293852054,lap,flat,0.765,buona,nessuno,1
191.86936158923447,36.84182830037419,39.60129835919289,10.993539667777988,15.917225328092659,8.168245981064896,butt,flat,0.551,accettabile,porosità_minima,0
115.17266562173279,22.577594438212984,10.762062753099759,12.278540402684415,17.776543452988204,3.1613105690037377,lap,overhead,0.64,accettabile,rinforzo_eccessivo,0
233.51154770420544,23.446397424032597,13.653005846390185,10.613029243997183,18.37870126144329,5.265654762365851,butt,flat,0.614,accettabile,porosità_minima,0
141.26674368115852,27.28539722096151,27.65377718846856,20.35592242944048,15.786242796821979,5.147008912294532,lap,overhead,0.649,accettabile,porosità_minima,0
202.33140270945225,23.139553654323876,21.977868435893267,10.038925365754698,32.366022140711735,7.190062453864747,lap,overhead,0.414,scarsa,mancata_fusione,0
147.22330662348088,35.199108178751715,28.906958928809033,20.80774092087197,16.24682725022483,9.316375831966898,fillet,overhead,0.461,scarsa,mancata_fusione,0
268.88813452672576,34.992324640171745,6.371246873011737,23.00822471612085,22.08293341586251,7.18448954862998,fillet,overhead,0.502,scarsa,inclusioni,0
268.1419971755862,21.784086574241122,29.09010038069856,13.498246173247018,21.858537285565205,6.075685828169528,lap,vertical,0.67,accettabile,porosità_minima,0
195.91642035085005,31.683989694283383,38.15701139277108,18.36613398925656,26.73070869321518,6.839405562624184,fillet,vertical,0.712,buona,nessuno,1
214.15566093378237,27.121934517956923,49.39318619568409,19.086622290353308,19.74453583471989,6.8132551719844106,butt,flat,0.837,buona,nessuno,1
149.19154567690163,23.213627465191113,13.39551608230876,14.276427530407705,18.467471905895096,2.375732252658988,fillet,flat,0.62,accettabile,rinforzo_eccessivo,0
299.45110695367885,37.93220525948041,30.9199288012547,23.760934196282975,15.106000127952107,7.272653161297794,butt,flat,0.652,accettabile,rinforzo_eccessivo,0
233.7286439848862,38.587519782551716,30.05433018562684,18.574190342048496,20.599581873205683,2.5379882865105925,lap,vertical,0.256,difettosa,penetrazione_insufficiente,0
253.55590028856776,21.74580359179351,27.774678036170616,23.98021513385401,21.412843843190288,7.3650708608,fillet,flat,0.731,buona,nessuno,1
190.85359444381993,30.972062358763065,29.70148909500398,13.025956934953538,28.691430957596666,4.323074333589065,lap,overhead,0.7,accettabile,porosità_minima,0
221.22037621116772,35.88578899932925,9.801466255104623,22.76091190024682,29.919490510974363,5.25849580946703,butt,vertical,0.517,scarsa,porosità,0
287.66809136420756,23.6246613233132,7.992332031504987,21.116809739350884,26.489462263598238,7.577807276832798,lap,overhead,0.586,accettabile,rinforzo_eccessivo,0
137.28099735762882,24.713834921299995,33.519135367407976,23.61799195693774,21.323931645929893,8.426194090235175,butt,flat,0.722,buona,nessuno,1
190.38972025980786,34.27564909710652,45.48503503814779,19.361523162727565,25.79562123829266,7.146838570754191,fillet,overhead,0.538,scarsa,mancata_fusione,0
208.71057222279774,38.12944221929094,33.090709816129646,11.753470610625461,33.796642472269504,4.455020992358903,fillet,overhead,0.37,difettosa,porosità_grave,0
258.8050378540592,32.40145511857027,29.00574913893447,23.408388745764363,30.771944224490614,2.2534486539704854,butt,flat,0.0,difettosa,penetrazione_insufficiente,0
140.90891863389265,34.28128164447229,27.22916692088882,21.31952937790175,17.058320614882902,2.2881518699362267,lap,overhead,0.384,difettosa,penetrazione_insufficiente,0
125.49773246639649,27.945745811207345,40.878291460079915,12.248761410231607,19.58502790465283,8.618070625610663,lap,vertical,0.58,accettabile,rinforzo_eccessivo,0
150.35981178139053,26.913919870078388,13.171897256064154,23.626758420004425,26.66783589532241,5.884519990128366,fillet,overhead,0.475,scarsa,inclusioni,0
130.67028062321603,31.724596640335946,27.76499054980097,19.171813531519717,15.36220367641681,9.525550056506338,fillet,flat,0.66,accettabile,rinforzo_eccessivo,0
174.88707394408442,21.378430787344374,8.479447946995426,11.563704490777143,31.80879263960846,7.941220016677642,fillet,overhead,0.341,difettosa,crack,0
296.9682397924669,36.77796172891868,10.609820654147008,23.812628239260583,32.39792724124257,2.019142412566797,fillet,overhead,0.0,difettosa,crack,0
141.1159616751275,35.755797774289846,32.167468927856255,11.714009500835317,23.290091684072554,7.698246866589599,butt,overhead,0.448,scarsa,inclusioni,0
169.39064037924555,34.75002496219497,25.349807340041323,13.36907234409973,24.04879032265387,4.1171139492936515,fillet,vertical,0.648,accettabile,rinforzo_eccessivo,0
162.29463422655147,35.60991415092175,17.491422768323815,13.301458211216456,19.253615686824524,1.3049124422193548,lap,overhead,0.0,difettosa,crack,0
129.7325455506226,28.292482474540474,8.840735063538974,24.95311377768921,25.04390020662485,9.649632857225097,lap,flat,0.405,scarsa,mancata_fusione,0
193.64636568827586,32.49951974102105,21.99766763480762,22.548472199384996,26.749072084681487,4.144482991443997,lap,vertical,0.423,scarsa,mancata_fusione,0
204.878053865516,28.81525493876456,23.03433773938967,18.394604969623266,18.10480491861425,5.079599512732249,lap,flat,0.826,buona,nessuno,1
279.4860819637769,30.531569333185875,41.033739716875445,24.68397153423942,31.79577718913141,3.450716692482695,fillet,flat,0.345,difettosa,crack,0
150.77771280866085,23.922261993869057,27.747854559771522,18.925734695506307,21.78542491792382,5.9655033573340575,lap,overhead,0.704,buona,nessuno,1
261.062993471581,39.77457563910886,32.14388309796408,22.10275223443879,34.25298637109749,7.48731786679456,lap,vertical,0.57,accettabile,porosità_minima,0
164.79801222135993,21.738500299006986,33.49583487099322,21.038569197940035,31.96256190933767,4.657530774461698,lap,overhead,0.641,accettabile,rinforzo_eccessivo,0
224.95225420865023,26.717317142996702,42.12982991401969,15.445888182926357,15.684562216410583,9.195616031862736,lap,flat,0.982,eccellente,nessuno,1
210.40943617039605,28.722530582706334,18.250959179386296,24.22679960443235,30.272115883195216,4.684704869721164,lap,vertical,0.475,scarsa,mancata_fusione,0
185.0427008938467,20.44938616640235,17.090481172322573,18.124513219913005,27.669564396522944,8.198697303525837,fillet,flat,0.754,buona,nessuno,1
266.9860473598598,39.68804361407104,28.656058203620862,12.575189287724552,20.44614653038738,2.254204666655417,fillet,vertical,0.0,difettosa,crack,0
199.4929787959781,34.40405163264592,9.796042855790347,12.100278079906735,20.27367605269233,4.6472327922491985,fillet,vertical,0.6,accettabile,porosità_minima,0
220.10337208673067,33.30073349092511,12.891707538055233,23.7161791888744,23.375410497841465,6.376717919532775,butt,vertical,0.482,scarsa,inclusioni,0
116.5597335850253,32.06304218932776,16.040709935659443,15.839434210629648,20.773874735413997,7.642302547837334,lap,overhead,0.378,difettosa,penetrazione_insufficiente,0
289.86135941155317,27.932987461041087,47.93391214428349,12.025019161318104,24.675098838648253,6.493642003071618,butt,overhead,0.789,buona,nessuno,1
199.27324944024727,31.936856978337786,20.040975086763236,21.56368305618733,17.131965062675437,1.462832321358253,lap,flat,0.0,difettosa,crack,0
237.68047928554722,28.696546772074925,16.088091495759805,22.286534765112997,30.988317579379583,5.459421845855786,fillet,vertical,0.522,scarsa,porosità,0
290.0474707641605,28.920115459159113,13.330981797737884,18.12851421067537,32.45891671752817,2.2313676782706526,fillet,flat,0.0,difettosa,crack,0
238.4553129035705,36.983913031306386,16.235060398663368,17.34137445464711,19.424188836392045,6.929050300396456,butt,flat,0.784,buona,nessuno,1
213.58904611052589,38.30976595176084,6.527569036360948,20.461304008702598,20.946980147451015,2.6251781061460018,butt,overhead,0.156,difettosa,penetrazione_insufficiente,0
249.01290962404408,21.0976522929295,25.481465826627023,17.836518641067535,27.89093301251644,8.158076541631877,butt,overhead,0.72,buona,nessuno,1
276.9996713046562,30.605302652698004,24.846447278667274,16.06728174522776,26.448555188669314,5.329556954596778,lap,flat,0.633,accettabile,rinforzo_eccessivo,0
225.17827528740182,37.71955496472374,32.713843468203706,13.494392121304507,15.48801563113076,3.8687725263886295,butt,vertical,0.567,accettabile,porosità_minima,0
101.89708672569961,21.053676719544573,8.984453477612817,10.563951598093913,24.595626537130094,1.6302673517272392,fillet,flat,0.45,scarsa,inclusioni,0
167.27409276568443,30.450383832690463,37.95223132330903,10.050195430644688,24.34621533075305,1.8252940160028712,butt,vertical,0.117,difettosa,crack,0
282.0678204115069,20.902013544406465,9.926041940560182,15.874452108105341,17.488751145937126,3.4953908112709624,fillet,vertical,0.247,difettosa,crack,0
117.8822004624519,28.35161551569857,44.560323840297414,24.170980334371155,24.348030224997395,8.07710512973997,lap,vertical,0.497,scarsa,porosità,0
109.3890714295626,27.681812229824992,6.652937184197613,24.359053944749885,31.52411391587932,2.0830488583149633,lap,flat,0.468,scarsa,inclusioni,0
276.7571769926851,38.55504566390426,49.77085201908959,12.608428738292309,22.924840378053176,9.721923671267302,butt,vertical,0.697,accettabile,rinforzo_eccessivo,0
224.58747658702373,34.95743208184457,6.568932210522121,23.4238216184176,32.20253632835848,5.170426733940579,fillet,flat,0.486,scarsa,mancata_fusione,0
195.3353656660737,20.887533270664736,43.34870900061535,10.531335526278177,21.58102730739742,3.4566343737068346,lap,flat,0.571,accettabile,rinforzo_eccessivo,0
151.95075675206525,34.4684022737717,27.314408078544687,11.215693238614719,19.403664038996226,4.354196653110826,lap,flat,0.704,buona,nessuno,1
112.30340524784701,37.658125382749226,28.22355591996275,23.5977057916687,26.426378838391482,9.923278016305433,butt,overhead,0.318,difettosa,penetrazione_insufficiente,0
149.05710645106691,23.14681319405052,12.218004739853244,15.010133181178567,19.77380062602035,8.813447236463922,lap,vertical,0.627,accettabile,rinforzo_eccessivo,0
250.54332791152825,23.172102105861473,44.63918416395178,23.07765291617848,15.584945660691183,6.5675024039366585,fillet,vertical,0.721,buona,nessuno,1
132.15197920966165,36.35934048238124,42.446038008098384,17.612016006412542,15.127717434336672,7.69157430662447,lap,vertical,0.459,scarsa,mancata_fusione,0
226.36270540333368,25.196071621283195,33.53025663948251,18.099780695737834,30.596907903022874,9.830675602246812,butt,overhead,0.616,accettabile,rinforzo_eccessivo,0
178.4302422890393,23.58994646847667,38.91644753227337,21.832104728061164,18.475069506151335,8.56109352467097,butt,overhead,0.795,buona,nessuno,1
254.1968585064271,34.17144009205259,26.31082497957898,10.868806908381975,16.49388835515708,2.497398282390451,butt,vertical,0.125,difettosa,crack,0
113.12522891480259,36.43025894814882,21.732508815742605,22.281784650356407,20.050174993767644,4.452510343650596,fillet,vertical,0.406,scarsa,inclusioni,0
299.4249000315422,28.523626044719457,25.312416094835395,12.454357317875038,30.89619097499859,3.462639996534993,lap,overhead,0.262,difettosa,penetrazione_insufficiente,0
292.6473306880264,20.626046274950326,37.90715301381585,23.642867664217277,32.14720184184998,8.812488902790637,butt,overhead,0.584,accettabile,porosità_minima,0
162.39039809902607,26.41485480876255,37.59902026763526,21.187555180464464,19.007182870974255,4.980688861428193,lap,flat,0.949,eccellente,nessuno,1
208.64656115799164,23.18491476558529,14.166556217432339,11.367467356092876,18.073160763222255,5.243792140922614,fillet,vertical,0.652,accettabile,rinforzo_eccessivo,0
225.24406432628308,22.624897553647752,6.463678077106336,23.8127177172353,27.33300629041476,7.84921591848699,butt,overhead,0.449,scarsa,porosità,0
149.50799112067503,31.168253451663958,15.149306409968094,12.41238203617285,28.030389336045296,6.465758034364041,lap,flat,0.67,accettabile,rinforzo_eccessivo,0
162.07239178471474,29.104402981636024,5.522924295864529,11.086703316918383,22.849871128133696,8.178031905734693,butt,overhead,0.242,difettosa,crack,0
290.52972760774344,38.156373059692804,37.592838865688535,21.237424586519246,17.91844148070291,7.81353340850101,lap,vertical,0.788,buona,nessuno,1
199.77763069027122,32.36311468636238,36.61092367448468,18.39473025230371,15.195416948383674,2.282459886113619,lap,vertical,0.397,difettosa,porosità_grave,0
115.71569943100415,27.93846552403192,10.972208931937715,18.51311272392337,28.789299382745313,1.298827979122299,butt,overhead,0.157,difettosa,porosità_grave,0
234.07709167088245,39.03099948710654,10.58989850276267,23.443319540275574,26.895532747538724,1.370651457513445,lap,overhead,0.0,difettosa,porosità_grave,0
256.68454518832294,32.24515971762316,26.797930140831827,19.91230177448876,26.06002905183917,6.62774194192553,butt,vertical,0.778,buona,nessuno,1
196.18076628979696,20.815082121849457,12.379976644527375,16.579108247343076,29.49653119748117,8.054492980769759,fillet,flat,0.858,eccellente,nessuno,1
194.03651853933303,34.88558131189912,44.23247505379045,16.504830009345834,15.873233154147224,3.9611569403319598,butt,vertical,0.616,accettabile,rinforzo_eccessivo,0
166.4629250710218,30.84957271438735,27.197458105270982,11.2228973432864,23.065227222476636,6.879367173135971,lap,flat,0.543,scarsa,mancata_fusione,0
273.65450108167613,34.543381395326165,38.42179345399914,16.382400016721128,21.91869985093926,5.163606610653847,butt,vertical,0.628,accettabile,porosità_minima,0
217.61167561801585,20.587888915130147,22.798182643205685,19.092830703417572,26.954471305117288,5.625962810278525,butt,overhead,0.717,buona,nessuno,1
142.1324378011333,32.45933167126965,33.42020990416343,20.996695336229216,17.631353702545198,9.211270110550219,butt,overhead,0.464,scarsa,inclusioni,0
294.2790188083279,23.619539054189794,43.447329201631064,17.384167846720523,19.94462148806354,3.1378899243148988,lap,overhead,0.355,difettosa,porosità_grave,0
230.42464910608757,26.242961133928944,22.957067576169997,22.869793808840587,15.180608082591005,1.8573535715916365,lap,flat,0.126,difettosa,penetrazione_insufficiente,0
147.2100926692928,21.469934946600254,12.639105728939334,17.796609228340266,21.740063528625726,5.084105872452753,butt,flat,0.742,buona,nessuno,1
241.35544337708916,23.340838158018997,12.542864732974294,10.550071404003145,29.72804030131281,6.554304879436271,lap,flat,0.644,accettabile,porosità_minima,0
261.13403059001064,31.707087287935042,44.07220762309664,13.087618150551524,17.23839238795456,8.597534040722774,butt,vertical,0.811,buona,nessuno,1
107.86870813370193,22.442198280200536,25.348956272754588,24.008125262918576,21.32312209953501,9.429451230654653,lap,overhead,0.439,scarsa,inclusioni,0
179.4757976928802,29.597941631841465,35.86854811923428,10.260696852782194,21.46261314140557,7.193870792799359,lap,flat,0.604,accettabile,porosità_minima,0
233.37285150922088,22.793025095126257,6.348811544270507,14.618949123867864,29.093615254732935,5.399619222312282,butt,overhead,0.606,accettabile,rinforzo_eccessivo,0
118.78014315788369,33.452042364502525,24.968759868705703,23.02213381566258,18.542995788947717,9.729208414965434,butt,flat,0.49,scarsa,porosità,0
272.92176719100735,35.370387290475826,10.089941858445787,21.93265557544605,33.37355593987009,8.477894722075348,lap,overhead,0.599,accettabile,porosità_minima,0
178.7728811308317,33.024659540829845,9.796686363859582,19.867679569045542,34.98827451541333,6.929969232093915,butt,overhead,0.41,scarsa,porosità,0
213.40325219733356,34.76898418502653,44.533200258560655,16.062104824765495,21.540663231264773,8.04146935652446,butt,overhead,0.676,accettabile,rinforzo_eccessivo,0
275.5782318082655,26.34391433530797,44.1005281493257,15.635083778225898,20.937385491205617,9.112380846295999,fillet,flat,0.987,eccellente,nessuno,1
212.68778546969176,27.608394084655956,29.682487474316453,18.947282124781324,25.913737769909467,6.4884862494882505,fillet,vertical,0.722,buona,nessuno,1
220.68971867627556,33.36425597110033,32.87706557043265,16.952410657008585,22.595715603584594,1.6587633139159927,butt,vertical,0.0,difettosa,porosità_grave,0
129.79837119403894,30.53247594537919,16.07313464590992,17.150432125617385,22.887306476367005,1.980265076620583,fillet,vertical,0.412,scarsa,inclusioni,0
291.10473919098695,20.364651653527233,13.810009355759574,10.113443124672132,27.949494283092058,7.46310768603845,fillet,flat,0.541,scarsa,porosità,0
138.9116646370602,23.326632154862843,32.78082908358384,17.84627086872677,28.401920692218834,5.312649064992399,lap,overhead,0.816,buona,nessuno,1
216.18641065255954,21.792526783098843,37.29361036588833,15.998578102062343,34.53450477325158,5.790341920051361,butt,flat,0.776,buona,nessuno,1
259.95621908480433,23.69170259074066,18.28752301491395,21.90110887221756,18.70456893094819,8.734742139525302,butt,overhead,0.657,accettabile,rinforzo_eccessivo,0
108.68250657096384,32.66302751188044,47.813150399299566,19.024177302194968,31.383777188535802,5.952038879406356,butt,flat,0.506,scarsa,inclusioni,0
281.17822095755207,35.39889400503358,30.048667607152275,13.834674967139085,21.0412100366959,4.246952671995398,fillet,overhead,0.5,scarsa,inclusioni,0
253.3312270400812,22.994079359139153,24.07751658109859,12.294757012428441,19.704711696039695,8.285769781915976,butt,flat,0.825,buona,nessuno,1
228.3943000886532,32.141880721775614,29.60138357213315,13.479206441739631,22.81811991811029,1.2127472744170276,lap,flat,0.0,difettosa,porosità_grave,0
154.90805080002508,31.940938337913835,35.41285602893192,16.640754501692907,23.91581829154458,2.2759695417439167,lap,flat,0.618,accettabile,rinforzo_eccessivo,0
154.83213331196117,21.588387379779732,8.854621231839374,23.412863119961774,18.83734649437486,6.205482253057681,lap,overhead,0.572,accettabile,rinforzo_eccessivo,0
113.88476854921868,30.38119581816541,8.042565361649672,22.005347617335424,19.67424163820866,4.194966752487436,lap,vertical,0.533,scarsa,porosità,0
138.06497256381357,21.046777515730167,22.03143905686411,15.44416407768988,34.909609814085144,5.111727803923317,fillet,vertical,0.704,buona,nessuno,1
216.09500134333493,21.77534788215537,48.27495811796659,19.524400683865498,30.096756398816957,4.002125945249803,fillet,vertical,0.569,accettabile,rinforzo_eccessivo,0
160.17062167065103,39.62472748688607,26.36989445777984,15.737894203660124,17.396580040352926,1.011130117834685,fillet,vertical,0.0,difettosa,crack,0
253.7199609577017,24.873134321277334,35.22012996258668,11.393937165690849,20.1409453286416,7.634622025065188,fillet,flat,0.781,buona,nessuno,1
112.62180661583004,22.35298056947117,15.231078504324445,15.125117528453814,22.618190510219744,2.433736185570823,butt,overhead,0.739,buona,nessuno,1
201.9448493503396,36.50572216465794,17.586659231216565,24.135805286533497,32.466733234476955,3.1514979897753905,butt,overhead,0.178,difettosa,crack,0
200.23059983640195,27.94357554858422,29.28796784419743,19.419250791589537,28.48607612818097,4.51938486752357,butt,vertical,0.796,buona,nessuno,1
128.25560985510117,24.23964981804477,41.84307518334216,14.837919667696227,15.457876499522405,7.492798605958585,fillet,vertical,0.681,accettabile,rinforzo_eccessivo,0
272.4028964545245,38.455143810267884,26.917786346852115,19.093794066264664,30.29619601805991,2.192722054676636,lap,overhead,0.0,difettosa,penetrazione_insufficiente,0
129.2747984324498,27.350688445830627,8.067753922347212,10.387178604242305,17.703325783096457,4.587967249950818,lap,flat,0.593,accettabile,rinforzo_eccessivo,0
